漢字,訓読み
鞏,"かた（い）,かた（める）,つか（ねる）"
獗,"くる（う）,たけ（る）"
羯,
頡,
瞎,くら（い）
瞑,"くら（い）,つぶ（る）,つむ（る）"
瞋,"いか（らす）,いか（る）"
鄲,
瘟,
瘠,や（せる）
瘤,
瘢,
瘡,
糅,"か（てる）,まじ（える）,ま（じる）"
糂,ま（じる）
餉,おく（る）
餃,
殤,
靠,"たが（う）,もた（れる）,よ（る）"
蔬,あら（い）
蕘,くさか（り）
蕕,
蕁,
蕈,
蕀,
皚,しろ（い）
貎,
賚,たま（う）
遯,"かく（れる）,に（げる）,のが（れる）"
遨,あそ（ぶ）
稷,
皺,しわ（む）
翦,"き（る）,そ（ぐ）,はさ（む）,ほろ（ぼす）"
翩,ひるがえ（る）
禝,
臧,"おさ（める）,かく（す）,よ（い）"
豌,
鴂,
魳,
魸,
魬,
踑,
耦,
蝘,
蝲,
璇,
噁,いか（る）
牖,みちび（く）
璢,
僭,"おご（る）,なぞら（える）"
儕,
儔,
冀,"こいねが（う）,こいねが（わくは）"
嘴,
噫,
噤,"つぐ（む）,と（じる）"
嘯,"うそぶ（く）,しか（る）"
噬,"か（む）,く（う）"
噪,"さわ（がしい）,さわ（ぐ）"
嚆,さけ（ぶ）
圜,"まる（い）,めぐ（らす）,めぐ（る）"
壅,"さえぎ（る）,ふさ（がる）,ふさ（ぐ）"
嬖,おきにい（り）
寰,
嶬,けわ（しい）
嶮,けわ（しい）
嶼,
廨,
廩,
彜,
徼,"さえぎ（る）,めぐ（る）,もと（める）"
憖,"し（いて）,なまじい（に）"
憊,つか（れる）
憑,"かか（る）,たの（む）,つ（く）,よ（る）"
懌,"たの（しむ）,よろこ（ぶ）"
懊,"うら（む）,なや（む）"
懈,"おこた（る）,だる（い）,なま（ける）"
懆,うれ（える）
憺,やす（らか）
懍,おそ（れる）
擒,とら（える）
撼,"うご（かす）,ゆ（らぐ）,ゆ（るがす）"
擅,ゆず（る）
撻,むちう（つ）
擂,"う（つ）,す（る）,みが（く）"
黔,"くろ（い）,くろ（む）"
鴟,
鴒,
鴕,
鴣,
鴪,はや（い）
鮃,
鮓,
鮑,
鮗,
鮖,
暾,
暹,
曁,"いた（る）,およ（ぶ）"
耨,"くさぎ（る）,す（く）"
麭,
閻,
閼,"さえぎ（る）,ふさ（ぐ）"
閹,
閾,くぎ（る）
霓,
霎,しば（し）
霑,"うるお（う）,うるお（す）"
霙,
霏,
霖,
蟇,
蟆,
螂,
螟,
橄,
橙,
樸,
橇,
橦,つ（く）
橈,"くじ（く）,たわ（む）,ま（げる）"
檠,た（める）
膩,なめ（らか）
蹂,"ふみにじ（る）,ふ（む）"
踵,"いた（る）,つ（ぐ）,ふ（む）"
踰,"こ（える）,こ（す）"
踴,"おど（り）,おど（る）"
膰,
靦,"あつ（かましい）,は（じる）"
澡,"あら（う）,きよ（める）,すす（ぐ）"
澪,
澣,"あら（う）,すす（ぐ）"
澹,"あわ（い）,うす（い）,しず（か）"
澳,ふか（い）
濛,"うすぐら（い）,くら（い）"
輻,
輹,
輳,あつ（まる）
駮,なじ（る）
駱,
駭,"おどろ（かす）,おどろ（く）,みだ（れる）"
駢,"なら（ぶ）,なら（べる）"
赭,あか（い）
麈,
歔,すすりな（く）
歙,"あわ（せる）,おそ（れる）,すぼ（める）"
霍,"にわ（か）,はや（い）"
雕,"え（る）,きざ（む）,ほ（る）"
篝,
篩,ふる（う）
篥,
簑,
璞,
髻,
髷,
磔,さ（く）
磬,
磧,
磚,
錏,
錙,わず（か）
錣,
錻,
鋺,
錚,
縡,
縟,"かざ（り）,くど（い）,わずら（わしい）"
縊,"くく（る）,くび（る）,くび（れる）"
縉,さしはさ（む）
縋,すが（る）
縢,"かが（る）,から（げる）,と（じる）"
縒,"ふぞろ（い）,よ（り）,よ（る）"
骼,
甌,
甎,
艘,
艙,
熹,"あぶ（る）,さか（ん）,よろこ（ぶ）"
熾,"おこ（す）,さか（ん）"
燉,
燔,"あぶ（る）,や（く）"
燗,に（る）
燎,や（く）
諤,
諠,"かまびす（しい）,やかま（しい）"
諢,"おど（け）,たわむ（れ）"
謔,たわむ（れる）
諞,へつら（う）
諳,"さと（る）,そら（んじる）,な（れる）"
諷,"あてこす（る）,そら（んじる）,ほの（めかす）"
諡,
鬨,"さわ（がしい）,さわ（ぐ）,たたか（う）"
襁,お（う）
褸,
褶,かさ（ねる）
躾,
獪,わるがしこ（い）
羲,
頤,やしな（う）
頷,うなず（く）
頽,"くずお（れる）,くず（れる）"
瞠,"みつ（める）,みは（る）"
瞞,"あざむ（く）,だま（す）,は（じる）"
隧,
瘰,
瘴,
瘻,
糒,
餔,"く（う）,やしな（う）,ゆうぐ（れ）"
餒,"う（える）,くさ（る）"
殫,"ことごと（く）,つ（きる）,つ（くす）"
殪,"ころ（す）,し（ぬ）,たお（す）,たお（れる）"
蕣,
薊,
蕷,
蕾,つぼ（む）
薔,
薨,"し（ぬ）,みまか（る）"
薀,"たくわ（える）,つ（む）"
薑,
薜,
薛,
薈,しげ（る）
薇,
薐,
薤,
蕭,しず（か）
覦,"こいねが（う）,ねが（う）,のぞ（む）"
覩,み（る）
遶,"めぐ（らす）,めぐ（る）"
邁,"す（ぎる）,つと（める）,ゆ（く）"
盧,くろ（い）
盥,"すす（ぐ）,そそ（ぐ）"
罹,かか（る）
窶,"まず（しい）,やつ（す）,やつ（れる）"
臻,"いた（る）,おお（い）,きた（る）"
臈,
墻,
鴥,はや（い）
篡,"うば（う）,と（る）"
麇,むら（がる）
鮇,
頹,"くずお（れる）,くず（れる）"
赬,
篪,
縕,おくぶか（い）
薏,
﨟,
螈,
螗,
噦,"しゃく（り）,しゃく（る）,しゃっく（り）,むかつ（く）"
噯,
𩶗,
謌,うた（う）
襍,"ま（じる）,ま（ぜる）"
黏,ねば（る）
儡,つか（れる）
簒,"うば（う）,と（る）"
燮,やわら（げる）
嚀,ねんご（ろ）
嚊,
嚏,はなひ（る）
壑,
嬲,なぶ（る）
嬪,そ（う）
嬶,
孺,おさな（い）
嶷,"さと（い）,たか（い）"
懃,"つと（める）,ねんご（ろ）"
懋,"さか（ん）,つと（める）"
懦,よわ（い）
擘,"さ（く）,つんざ（く）"
擱,お（く）
擠,"お（す）,おとしい（れる）,くじ（く）"
擡,"もた（げる）,もちあ（げる）"
擣,"う（つ）,たた（く）,つ（く）"
擯,"しりぞ（ける）,みちび（く）"
龠,
鼾,
黜,"おと（す）,しりぞ（ける）"
黝,"あおぐろ（い）,くろ（い）,くろ（む）"
齔,
斂,"あつ（める）,おさ（める）"
黻,
鵄,
鴿,
鵁,
鴾,
鵆,
氈,
鮟,
鮨,
鮠,
鮴,
朦,
曚,"くら（い）,ほのぐら（い）"
闊,"うと（い）,ひろ（い）"
濶,"うと（い）,ひろ（い）"
闃,しず（か）
闍,
闌,た（ける）
罅,
蟋,
螽,
螳,
蟀,
螯,
螻,
螫,さ（す）
蟄,"かく（れる）,とじこ（もる）"
蠎,
檣,
檐,
檄,
檗,
檬,
檪,こす（る）
蹊,
蹉,つまず（く）
蹌,"うご（く）,はし（る）,よろめ（く）"
蹇,"おご（る）,と（まる）,なえ（ぐ）,なや（む）"
蹐,
蹈,ふ（む）
臀,
臂,
膺,"う（ける）,う（つ）"
膾,なます（にする）
臉,
牆,
馘,"くびき（る）,みみき（る）"
颶,
濬,"さら（う）,ふか（い）"
濘,ぬか（る）
濔,み（ちる）
轅,
轂,
輾,"ころ（がる）,めぐ（る）"
駻,
騁,は（せる）
駸,はし（る）
麋,くだ（ける）
歟,
歛,"あた（える）,ねが（う）,のぞ（む）"
雖,いえど（も）
簔,
篷,
簍,
簓,
簇,"あつ（まる）,むら（がる）"
簀,
簗,
篳,
磽,
磴,
鍼,さ（す）
鍮,
鍠,
縻,"しば（る）,つな（ぐ）"
繆,"あやま（る）,いつわ（る）,たが（う）,まつ（わる）,もと（る）"
縹,
縵,ゆる（やか）
縺,"もつ（れ）,もつ（れる）"
繃,"たば（ねる）,ま（く）"
縲,"しば（る）,つな（ぐ）"
縷,"くわ（しい）,こま（かい）"
醢,
聳,"おそ（れる）,すす（める）,そばだ（つ）,そび（える）,そび（やかす）,つつし（む）"
艚,
艝,
燵,
燧,
燠,"あたた（かい）,あつ（い）"
燬,"や（く）,や（ける）"
謚,
諱,い（む）
謇,"ただ（しい）,ども（る）"
謐,"しず（か）,やす（らか）"
謗,"そし（り）,そし（る）"
謖,"おきあ（がる）,た（つ）"
謨,はか（る）
譁,かまびす（しい）
褻,"あなど（る）,けが（らわしい）,けが（れる）,な（れる）"
襄,"たか（い）,のぼ（る）,はら（う）"
襌,
鞜,
獰,"にくにく（しい）,わる（い）"
顆,
瞰,"のぞ（む）,みお（ろす）,み（る）"
隰,
癇,ひきつ（け）
癆,"いた（む）,おとろえや（せる）,かぶ（れ）"
癈,
癘,
糜,"ただ（れる）,つい（やす）,ほろ（びる）"
餡,
餤,"く（う）,く（わせる）,すす（む）,すす（める）"
餞,おく（る）
藉,"かこつ（ける）,か（す）,か（りる）,し（く）,ふ（む）,よ（る）"
薹,
薺,
藐,"ちい（さい）,とお（い）,はる（か）"
覯,"あ（う）,あ（わせる）,み（る）"
覬,"こいねが（う）,ねが（う）,のぞ（む）"
貘,
賻,おく（る）
賽,
賺,"すか（す）,だま（す）"
邂,あ（う）
邀,"むか（える）,もと（める）"
遽,"あわただ（しい）,あわ（てる）,おそ（れる）,すみ（やか）,せま（る）,にわ（か）"
盪,"あら（う）,うご（かす）,うご（く）,とろ（ける）,はら（う）"
艱,"かた（い）,くる（しい）,くる（しむ）,けわ（しい）,なや（み）,なや（む）,むずか（しい）"
翳,"かげ（り）,かげ（る）,かざ（し）,かざ（す）,かす（む）,くも（り）"
窿,
虧,"か（く）,か（ける）"
禧,"さいわ（い）,めでた（い）,よろこ（び）"
豁,"ひら（ける）,ひろ（い）,むな（しい）"
谿,
繈,
幫,たす（ける）
鮱,
鮲,
鵇,
糝,
螾,
蟎,
檋,
檔,
壎,
獮,"か（り）,か（る）,ころ（す）"
嚠,
嚔,はなひ（る）
壙,むな（しい）
彝,
懣,もだ（える）
懴,く（いる）
戳,つ（く）
擲,"す（てる）,なぐ（る）,なげう（つ）,ふ（るう）"
擺,"ひら（く）,ふ（るう）"
擽,"う（つ）,くすぐ（る）,はら（う）"
攅,"あつ（まる）,あつ（める）,むら（がる）"
鼕,
黠,"さか（しい）,さと（い）,わるがしこ（い）"
鼬,
旛,
斃,"し（ぬ）,たお（れる）"
鵝,
鵞,
鵑,
鵤,
鵙,
鯀,
鯊,
鯒,
鯑,
鯏,
鮹,
魍,
魎,
魏,たか（い）
闖,うかが（う）
闔,"すべ（て）,と（じる）"
闕,"か（く）,か（ける）,のぞ（く）"
霤,したた（り）
蟠,"めぐ（る）,わだかま（る）"
蟯,
櫁,
檸,
櫃,
櫂,
檳,
蹙,"きわ（まる）,け（る）,しか（める）,せま（る）,つつし（む）"
蹠,ふ（む）
蹣,よろめ（く）
蹤,したが（う）
蹕,
臑,"に（る）,やわ（らか）"
臍,
瀋,
濺,そそ（ぐ）
瀁,
瀏,"あき（らか）,きよ（い）"
瀉,"くだ（す）,そそ（ぐ）,は（く）"
瀑,
濾,こ（す）
轆,
轌,
騅,
騏,
麌,
簣,
簧,
簟,
瓊,
鬆,"あら（い）,ゆる（い）"
礒,
礑,"はた（と）,はった（と）"
鎰,
鎹,
鎬,
繧,
繚,"まつ（わる）,まと（う）,めぐ（らす）,めぐ（る）"
繖,
繝,
繦,
繙,ひもと（く）
繞,"まつ（わる）,まと（う）,めぐ（らす）,めぐ（る）"
髀,
醪,
馥,"かお（り）,かお（る）,かんば（しい）"
聶,ささや（く）
甕,
甓,
釐,"あらた（める）,おさ（める）,たま（う）"
艟,
燹,
燿,"かがや（き）,かがや（く）,かがよ（う）"
燼,"のこ（り）,もえさ（し）,もえのこ（り）"
燻,"いぶ（す）,くす（ぶる）,くす（べる）,くゆ（らす）,ふす（べる）,や（く）"
謦,せきばら（い）
謾,"あざむ（く）,あなど（る）,おこた（る）"
鞫,"きわ（まる）,きわ（める）,しら（べる）,ただ（す）"
謳,うた（う）
謫,"せ（める）,つみ（する）,なが（す）"
鬩,せめ（ぐ）
襠,
鞦,
鞳,
鞨,
鞣,なめ（す）
顋,
瞼,
瞿,"おそ（れる）,み（る）"
矇,"おろ（か）,くら（い）"
瞻,み（る）
瞽,
癜,
餮,むさぼ（る）
餬,
殯,かりもがり（する）
藕,
藜,
覲,"あ（う）,まみ（える）"
贄,
贅,よけい（な）
邇,ちか（い）
邃,"おくぶか（い）,とお（い）,ふか（い）"
穢,"あ（れる）,きたな（い）,けが（れる）,わる（い）"
穡,"お（しむ）,とりい（れ）,とりい（れる）"
觴,
羂,くく（る）
羃,おお（う）
翹,"あ（げる）,つまだ（てる）"
竅,
竄,"あらた（める）,かく（れる）,に（げる）,のが（れる）,はな（す）"
騈,"なら（ぶ）,なら（べる）"
鯎,
鯐,
鮸,
鵥,
鎺,
蟪,
蠆,
𫒼,
嚥,の（む）
嚮,"さき（に）,ひび（く）,む（かう）,む（く）"
壜,
壟,
嬾,"おこた（る）,ものう（い）"
廬,
懶,"おこた（る）,ものう（い）,ものぐさ（い）"
攀,"すが（る）,ひ（く）,よ（じる）"
黼,
鵲,
鶉,
鵺,
鶇,
鵯,
鯣,
鯢,
鯤,
鯲,
鯡,
鯔,
鯱,
鯰,
曠,"あき（らか）,ひろ（い）,むな（しい）"
霪,
蠍,
蟾,
蟶,
蟷,
蠖,
櫟,こす（る）
檻,いたがこ（い）
櫚,
蹶,"たお（れる）,た（つ）,すみ（やか）,つまず（く）"
蹲,"うずくま（る）,つくば（い）,つくば（う）"
蹼,
躇,"たちもとお（る）,ためら（う）,ふ（む）,わた（る）"
臘,く（れ）
瀚,ひろ（い）
瀛,
瀝,"したた（る）,そそ（ぐ）"
瀟,きよ（い）
轎,
騙,"かた（る）,だま（す）"
麕,むら（がる）
麑,
簷,
簽,
簫,
籀,よ（む）
礙,"ささ（える）,さまた（げる）"
鏖,
鏘,
鏈,
鏤,"え（る）,かざ（る）,きざ（む）,ちりば（める）"
鏨,"え（る）,ほ（る）"
鏃,するど（い）
鏝,
鏐,
繹,"たず（ねる）,つら（なる）,つら（ねる）"
犢,
醯,
牘,
艤,ふなよそお（い）
艢,
艨,
爍,"と（かす）,ひか（る）"
譌,"あやま（る）,いつわ（る）,なま（る）"
譚,
譏,"せ（める）,そし（る）"
譎,"あや（しい）,いつわ（り）,いつわ（る）"
譛,"いつわ（る）,うった（える）,そし（る）"
襞,
襦,
襪,
覈,"あき（らかにする）,かんが（える）,きび（しい）,しら（べる）"
鞴,
獺,
羹,
羶,なまぐさ（い）
羸,"つか（れる）,や（せる）,よわ（い）,よわ（る）"
隴,
饂,
餽,"おく（る）,まつ（る）"
餾,む（す）
殱,"つ（くす）,ほろ（ぼす）"
韲,"あ（える）,くだ（く）"
靡,"おご（る）,ただ（れる）,なび（かす）,なび（く）"
蘊,"たくわ（える）,つ（む）"
藾,
蘢,
藺,
藹,"おお（い）,おだ（やか）,さか（ん）"
蘋,
蘆,
疇,"さき（に）,むく（いる）"
疆,"かぎ（り）,かぎ（る）"
贇,
羆,
龐,"おお（きい）,みだ（れる）"
鰙,
鶍,
鶎,
鶄,
蹻,"あ（げる）,おご（る）"
繳,"おさ（める）,かえ（す）,まつ（わる）"
蠊,
儳,
嚬,"しか（める）,ひそ（み）,ひそ（める）"
歠,"すす（る）,の（む）"
孼,わざわ（い）
孽,わざわ（い）
嚶,な（く）
孅,"かよわ（い）,こま（かい）"
孀,
巉,けわ（しい）
懺,く（いる）
懽,よろこ（ぶ）
攘,"ぬす（む）,はら（う）,みだ（れる）,ゆず（る）"
黥,
齣,
齟,"か（む）,くいちが（う）"
齠,
鶚,
鶤,
鶫,
鶩,
鰓,
鰉,
鰔,
鰕,
鰌,
鰈,
鰆,
鰒,
鰊,
鰄,
鰛,
朧,
曦,
闡,"あき（らか）,ひら（く）,ひろ（まる）"
罌,
霰,
蠕,"うご（く）,うごめ（く）"
蠑,
蘗,
櫨,
櫪,
蘖,
躅,ふ（む）
躄,いざ（る）
躁,"あわただ（しい）,うご（く）,さわ（がしい）,さわ（ぐ）"
鹹,"から（い）,しおから（い）"
臙,
臚,"つた（える）,なら（べる）"
韜,"かく（す）,つつ（む）"
飄,"ただよ（う）,はや（い）,ひるがえ（る）"
瀾,なみだ（つ）
瀲,う（かぶ）
瀰,"はびこ（る）,ひろ（い）"
轗,
騫,"あやま（る）,かか（げる）,か（ける）,と（ぶ）"
驀,"たちま（ち）,のりこ（える）,の（る）"
簪,"かざ（す）,はや（い）"
籌,はか（る）
瓏,
礫,
礬,
鐚,
鏗,"う（つ）,つ（く）"
鐔,
鐃,
鐐,
鐓,
繽,
纃,
辮,"あ（む）,く（む）"
繻,
醵,
醴,あま（い）
瓣,
譫,
譬,"さと（す）,たと（え）,たと（える）"
譟,"さわ（がしい）,さわ（ぐ）"
襭,つまばさ（む）
襤,
矍,"あわ（てる）,いさ（む）,みまわ（す）"
癢,かゆ（い）
糯,
糲,あら（い）
饉,う（える）
饅,
蘚,
贍,"すく（う）,た（す）,た（りる）"
贏,"あま（る）,か（つ）,にな（う）,の（びる）,もう（ける）"
蘯,"あら（う）,うご（かす）,うご（く）,とろ（ける）,はら（う）"
竇,
壥,
鶪,
櫱,
躃,いざ（る）
鼯,
騭,"さだ（める）,のぼ（る）"
鰚,
鰘,
韞,"おさ（める）,かく（す）,つつ（む）"
衊,"けが（す）,はずかし（める）"
櫸,
霸,
飜,"ひるがえ（す）,ひるがえ（る）"
儺,
儷,なら（ぶ）
囂,"かまびす（しい）,やかま（しい）,わずら（わしい）"
嚼,か（む）
囁,ささや（く）
囃,はや（す）
囀,さえず（る）
囈,
巍,たか（い）
廱,やわ（らぐ）
懾,おそ（れる）
懼,"おそ（れる）,おどろ（く）"
黯,"いた（ましい）,くら（い）,くろ（い）"
齦,か（む）
齧,"か（ける）,かじ（る）,か（む）"
鶲,
鷁,
鶻,
鶺,
鷆,
鶸,
鷂,
鰮,
鰥,や（む）
鰤,
鰰,
曩,"さき（に）,ひさ（しい）"
齎,もたら（す）
魑,
闢,"しりぞ（ける）,ひら（く）,ひら（ける）"
闥,
罍,
霹,
蠢,"うごめ（く）,おろ（か）"
蠡,
欅,
櫺,
躋,"のぼ（らせる）,のぼ（る）"
躊,"たちもとお（る）,ためら（う）"
飆,みだ（れる）
轜,
驂,そえの（り）
驃,つよ（い）
騾,
麝,
籃,
籔,
籐,
籖,
瓔,くびかざ（り）
鬘,
鐫,"うが（つ）,え（る）,しりぞ（ける）,ほ（る）"
鐶,
鐺,
纈,"しぼ（り）,しぼりぞ（め）"
纐,しぼ（り）
纉,"あつ（める）,つ（ぐ）"
髏,
醺,よ（う）
艪,
爛,"あざ（やか）,ただ（れ）,ただ（れる）,に（る）"
譖,"いつわ（る）,うった（える）,そし（る）"
譴,"せ（める）,とが（め）,とが（める）"
襯,
癧,
癪,
癨,
癩,
饐,"す（える）,むせ（ぶ）"
饌,そな（える）
饑,"う（える）,ひだる（い）"
饋,"おく（る）,すす（める）"
饒,"あま（る）,おお（い）,ゆた（か）,ゆた（かにする）"
殲,"つ（くす）,ほろ（ぼす）"
贔,
贐,
籒,よ（む）
鰧,
纊,
儼,"いかめ（しい）,おごそ（か）"
儻,"ある（いは）,すぐ（れる）,も（し）"
巓,
巒,
彎,"ひ（く）,ま（がる）"
懿,"うるわ（しい）,よ（い）"
攤,"ひら（く）,ゆる（やか）"
龕,か（つ）
齬,くいちが（う）
齪,つつし（む）
鷙,"あら（い）,う（つ）"
鷓,
鱆,
鱇,
鰾,
罎,
霽,は（れる）
霾,"つちぐも（り）,つちふ（る）"
蠧,"そこ（なう）,むしば（む）"
躓,つまず（く）
躑,たちもとお（る）
躔,"ふ（む）,まつ（わる）,めぐ（る）"
灑,"あら（う）,そそ（ぐ）,ち（らす）"
轢,"きし（る）,ひ（く）,ふみにじ（る）"
驕,"おご（る）,さか（ん）,つよ（い）"
驍,"たけ（し）,つよ（い）"
籟,ひび（き）
鬚,
艫,
襴,
襷,
顫,"おどろ（く）,ふる（える）"
癬,
糴,か（う）
饕,むさぼ（る）
蘿,
覿,"あ（う）,しめ（す）,み（る）"
鬻,ひさ（ぐ）
贓,かく（す）
贖,"あがな（い）,あがな（う）"
羇,
禳,"はら（い）,はら（う）"
攢,"あつ（まる）,あつ（める）,むら（がる）"
鼴,
籡,
籙,
糱,
癭,
鑒,かんが（みる）
攣,"かが（まる）,か（かる）,つな（がる）,つ（る）,ひきつ（る）"
攫,"さら（う）,つか（む）"
黴,か（びる）
黐,
鷸,
鷦,
鷯,
鷭,
鱚,
蠱,"そこ（なう）,まじな（い）,まどわ（す）"
欒,"まど（か）,まる（い）"
躙,"にじ（る）,ふみにじ（る）"
靨,
轤,
籥,
籤,
鬟,
鑠,"うつく（しい）,と（かす）,と（ける）"
鑢,す（る）
鑞,
鑚,"うが（つ）,き（る）"
纔,"わず（か）,わず（かに）"
纓,まと（う）
髑,
讌,さかも（り）
讐,むく（いる）
讎,むく（いる）
韈,
癰,
齏,"あ（える）,くだ（く）"
邏,"みまわ（り）,みまわ（る）,めぐ（る）"
鼹,
驎,
鱛,
鱏,
鱓,
顬,
曬,さら（す）
𬵪,
囓,"か（ける）,かじ（る）,か（む）"
齷,こせつ（く）
齲,
齶,
鷽,
鼇,
鱠,
鱧,
魘,"うな（される）,おそ（われる）"
靂,
靆,
靄,
蠹,"そこ（なう）,むしば（む）"
驟,"にわ（か）,はし（る）,はや（い）"
鬢,
鑪,
纛,
讙,"かまびす（しい）,よろこ（ぶ）"
讖,
讒,そし（る）
軈,やが（て）
韆,
顰,"しか（める）,ひそ（み）,ひそ（める）"
癲,くる（う）
衢,
羈,"つな（ぐ）,とりし（まる）"
屭,
鱟,
鱩,
鑵,
攬,"す（べる）,と（る）"
黌,
鼈,
靉,
躡,"お（う）,のぼ（る）,は（く）,ふ（む）"
臠,みそなわ（す）
籬,
鬣,
鑰,と（じる）
釁,"きざ（し）,ちぬ（る）,ぬ（る）"
顱,
糶,う（る）
纘,"あつ（める）,つ（ぐ）"
鬭,"たたか（う）,たたか（い）"
黶,
鱶,
欖,
躪,"にじ（る）,ふみにじ（る）"
驥,
驢,
鑷,ぬ（く）
鬮,たたかいと（る）
顴,
矚,み（る）
鱲,
黷,"けが（す）,けが（れる）"
鱸,
驤,"あ（がる）,あ（げる）,はし（る）,はや（い）"
驩,"よろこ（び）,よろこ（ぶ）"
鑼,
鑾,
鑽,"うが（つ）,き（る）"
顳,
鸛,
钁,
鑿,うが（つ）
纜,
癴,ひきつ（る）
驪,"くろ（い）,なら（べる）"
爨,かし（ぐ）
鸞,
麤,"あら（い）,おお（きい）"
